Processor,Simulation_Number,Benchmark_Score
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),264,103810919549.05
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),265,103785768439.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),266,103636830125.13
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),267,103710011033.60
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),268,103859309303.76
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),269,103803726512.94
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),270,103651017833.84
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),271,103667053404.92
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),272,103703952553.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),273,103691607507.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),274,103831215520.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),275,103706297101.79
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),276,103833110029.50
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),277,103682347509.03
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),278,103762040166.18
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),279,103705181012.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),280,103673778300.45
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),281,103686636776.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),282,103619767240.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),283,103585237737.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),284,103731556273.92
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),285,103755151012.66
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),286,103735335260.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),287,103790181616.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),288,103647257532.24
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),289,103726776163.94
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),290,103781323372.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),291,103646410507.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),292,103616685971.92
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),293,103838556293.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),294,103781178215.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),295,103742798571.94
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),296,103694859271.77
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),297,103747568047.82
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),298,103661659033.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),299,103682699058.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),300,103682698104.23
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),301,103578305685.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),302,103727911198.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),303,103695131187.07
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),304,103538711491.25
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),305,103755789840.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),306,103694783375.40
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),307,103752214846.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),308,103698908857.04
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),309,103715849254.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),310,103790536013.29
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),311,103706423236.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),312,103790941866.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),313,103625749682.14
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),314,103785540526.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),315,103779831575.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),316,103618466846.77
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),317,103752933210.01
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),318,103693080551.50
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),319,103801074173.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),320,103674213924.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),321,103720496298.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),322,103722111331.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),323,103608168947.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),324,103806736195.02
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),325,103830837663.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),326,103598657315.09
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),327,103667175953.34
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),328,103700491396.17
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),329,103745178725.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),330,103751804477.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),331,103726220043.65
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),332,103672004332.39
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),333,103786744366.23
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),334,103662344656.12
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),335,103731355447.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),336,103783430517.65
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),337,103783223393.73
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),338,103762684271.01
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),339,103685589225.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),340,103719043730.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),341,103693298834.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),342,103768434972.04
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),343,103693663364.76
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),344,103745085555.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),345,103762533745.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),346,103765610605.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),347,103895143762.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),348,103710525824.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),349,103709625829.04
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),350,103625898567.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),351,103769161669.45
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),352,103732294685.14
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),353,103620343333.21
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),354,103809275585.21
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),355,103763124717.66
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),356,103675259599.45
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),357,103721743947.24
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),358,103718443413.36
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),359,103557405428.37
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),360,103670456616.02
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),361,103660470370.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),362,103739433561.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),363,103830897621.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),364,103685933239.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),365,103606834654.87
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),366,103744305256.82
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),367,103695525304.60
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),368,103703986092.77
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),369,103566115506.66
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),370,103785448761.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),371,103699614421.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),372,103698206624.50
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),373,103713652320.06
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),374,103711374897.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),375,103648607893.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),376,103633465252.18
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),377,103714816002.58
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),378,103742159297.14
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),379,103796063778.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),380,103753388540.42
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),381,103794253314.25
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),382,103694080629.81
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),383,103755314735.72
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),384,103651628654.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),385,103716960482.92
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),386,103658293122.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),387,103875543182.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),388,103613199435.49
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),389,103805538824.74
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),390,103801096984.49
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),391,103714150261.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),392,103677738609.96
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),393,103700930756.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),394,103763061469.99
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),395,103638858854.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),396,103666372933.19
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),397,103806283703.66
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),398,103734834924.46
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),399,103703600996.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),400,103594747603.21
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),401,103777138053.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),402,103844731950.46
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),403,103748643489.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),404,103609413705.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),405,103731332868.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),406,103864444029.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),407,103844652748.27
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),408,103846546240.66
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),409,103558415977.64
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),410,103764672337.85
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),411,103718753608.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),412,103721684787.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),413,103651575932.71
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),414,103756147683.49
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),415,103726514527.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),416,103727636110.06
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),417,103732911564.62
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),418,103643155533.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),419,103722763356.23
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),420,103704335831.42
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),421,103653149043.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),422,103717407776.07
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),423,103818632909.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),424,103758021743.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),425,103604934094.73
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),426,103738861352.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),427,103679653104.29
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),428,103926462965.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),429,103755006290.42
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),430,103899331118.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),431,103765410164.44
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),432,103667596067.05
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),433,103598886248.90
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),434,103708593657.73
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),435,103642110825.02
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),436,103745045740.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),437,103640742151.75
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),438,103683094797.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),439,103844543687.75
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),440,103750819175.59
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),441,103684055358.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),442,103605190767.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),443,103740600618.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),444,103730122043.43
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),445,103732250589.95
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),446,103672925923.78
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),447,103727019090.35
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),448,103663435220.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),449,103608794809.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),450,103800706896.05
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),451,103869954302.58
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),452,103807630052.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),453,103675229547.13
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),454,103688507361.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),455,103756384355.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),456,103795977773.11
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),457,103830866871.30
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),458,103743939061.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),459,103740890120.90
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),460,103776525005.13
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),461,103702482151.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),462,103759778658.82
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),463,103775671863.46
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),464,103809212640.42
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),465,103832109046.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),466,103751426624.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),467,103823884941.66
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),468,103749836175.55
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),469,103726094804.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),470,103616383264.16
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),471,103599392275.93
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),472,103810597464.29
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),473,103686739509.08
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),474,103622391038.04
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),475,103570116974.00
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),476,103750510546.21
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),477,103695467288.63
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),478,103675565484.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),479,103835082257.42
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),480,103715368900.47
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),481,103748278285.16
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),482,103706340687.39
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),483,103860605108.14
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),484,103851750253.75
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),485,103664862445.22
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),486,103751588265.73
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),487,103831350876.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),488,103756975527.94
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),489,103653539535.50
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),490,103733715423.86
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),491,103680629287.97
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),492,103725470483.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),493,103729259238.06
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),494,103795533798.61
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),495,103740818078.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),496,103788473067.60
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),497,103846353681.51
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),498,103654358498.56
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),499,103767714331.83
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),500,103646397696.58
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),501,103713321067.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),502,103760523872.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),503,103515684364.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),504,103735795863.68
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),505,103662423230.21
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),506,103807106132.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),507,103681399282.18
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),508,103616655096.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),509,103566661782.48
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),510,103775486914.72
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),511,103779745094.57
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),512,103690675087.32
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),513,103826176443.26
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),514,103685270599.31
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),515,103719331470.53
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),516,103712559420.91
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),517,103646627125.70
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),518,103692730073.10
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),519,103750051446.65
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),520,103710920181.17
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),521,103823752521.41
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),522,103749795237.28
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),523,103722338227.40
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),524,103786567967.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),525,103647196510.69
AMD Ryzen 7 8700G @ 5.18GHz (OpenSSL 3.3 AES-256-GCM),526,103822525263.32
