Processor,Simulation_Number,Benchmark_Score
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),388,406.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),389,404.67
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),390,405.43
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),391,405.38
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),392,404.78
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),393,406.03
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),394,405.00
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),395,405.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),396,404.94
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),397,404.94
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),398,405.78
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),399,405.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),400,405.63
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),401,405.09
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),402,405.16
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),403,405.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),404,405.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),405,404.81
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),406,405.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),407,404.70
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),408,404.81
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),409,405.05
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),410,405.13
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),411,404.71
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),412,404.54
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),413,404.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),414,405.17
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),415,406.07
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),416,405.80
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),417,404.48
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),418,405.50
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),419,405.70
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),420,404.51
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),421,405.02
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),422,404.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),423,405.50
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),424,405.17
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),425,406.15
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),426,404.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),427,405.30
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),428,404.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),429,404.65
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),430,406.36
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),431,404.81
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),432,405.26
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),433,404.37
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),434,405.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),435,405.35
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),436,404.51
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),437,404.42
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),438,406.39
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),439,403.85
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),440,404.31
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),441,406.27
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),442,406.74
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),443,405.46
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),444,406.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),445,405.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),446,405.50
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),447,405.63
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),448,404.74
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),449,405.37
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),450,405.66
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),451,405.23
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),452,406.61
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),453,405.42
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),454,404.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),455,405.19
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),456,405.11
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),457,403.65
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),458,404.67
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),459,405.82
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),460,405.09
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),461,404.83
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),462,404.91
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),463,406.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),464,404.69
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),465,404.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),466,405.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),467,406.26
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),468,405.52
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),469,404.71
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),470,405.02
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),471,403.70
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),472,406.10
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),473,405.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),474,405.43
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),475,405.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),476,406.34
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),477,405.28
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),478,405.88
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),479,404.48
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),480,404.95
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),481,404.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),482,405.00
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),483,404.74
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),484,404.86
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),485,404.73
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),486,405.27
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),487,405.49
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),488,405.07
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),489,406.66
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),490,405.40
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),491,405.62
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),492,405.16
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),493,405.24
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),494,405.82
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),495,406.29
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),496,405.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),497,405.36
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),498,405.55
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),499,404.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),500,405.32
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),501,406.22
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),502,405.25
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),503,404.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),504,405.54
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),505,405.83
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),506,406.17
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),507,404.65
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),508,404.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),509,405.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),510,404.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),511,404.96
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),512,407.24
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),513,404.82
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),514,404.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),515,405.60
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),516,405.63
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),517,405.76
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),518,404.76
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),519,405.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),520,404.20
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),521,405.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),522,405.92
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),523,405.63
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),524,405.62
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),525,405.81
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),526,406.11
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),527,405.18
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),528,405.51
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),529,406.33
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),530,405.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),531,405.52
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),532,405.91
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),533,405.99
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),534,405.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),535,405.87
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),536,404.80
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),537,405.02
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),538,404.80
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),539,405.44
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),540,404.83
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),541,405.31
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),542,405.15
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),543,404.33
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),544,405.80
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),545,405.62
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),546,406.24
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),547,406.26
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),548,405.90
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),549,405.56
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),550,406.13
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),551,405.02
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),552,405.39
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),553,404.93
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),554,404.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),555,405.66
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),556,405.76
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),557,405.38
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),558,405.25
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),559,404.19
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),560,404.50
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),561,405.20
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),562,405.56
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),563,405.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),564,405.37
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),565,404.91
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),566,405.34
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),567,404.74
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),568,405.01
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),569,404.70
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),570,405.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),571,403.96
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),572,404.95
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),573,405.07
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),574,404.95
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),575,405.09
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),576,404.65
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),577,405.40
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),578,406.37
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),579,406.25
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),580,404.56
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),581,405.76
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),582,405.79
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),583,404.76
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),584,405.02
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),585,405.24
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),586,406.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),587,405.53
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),588,405.30
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),589,404.34
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),590,404.26
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),591,404.61
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),592,405.90
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),593,405.79
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),594,404.40
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),595,405.90
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),596,406.89
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),597,405.07
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),598,405.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),599,404.70
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),600,407.33
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),601,404.11
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),602,405.49
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),603,404.93
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),604,406.03
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),605,405.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),606,405.51
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),607,405.92
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),608,404.08
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),609,404.97
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),610,405.22
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),611,404.47
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),612,404.93
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),613,406.69
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),614,405.80
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),615,406.20
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),616,406.56
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),617,404.62
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),618,405.54
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),619,405.54
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),620,405.38
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),621,404.90
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),622,405.41
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),623,407.54
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),624,405.33
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),625,404.71
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),626,405.76
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),627,404.43
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),628,405.58
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),629,405.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),630,404.80
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),631,405.56
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),632,406.01
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),633,405.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),634,405.22
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),635,404.32
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),636,405.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),637,405.24
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),638,406.12
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),639,405.00
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),640,405.31
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),641,405.16
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),642,404.05
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),643,405.88
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),644,404.02
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),645,405.50
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),646,406.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),647,404.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),648,405.03
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),649,405.86
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),650,407.09
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),651,405.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),652,405.46
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),653,405.15
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),654,405.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),655,404.26
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),656,404.45
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),657,404.78
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),658,406.02
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),659,405.68
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),660,405.49
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),661,405.87
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),662,405.48
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),663,406.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),664,404.96
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),665,406.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),666,405.71
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),667,405.56
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),668,406.29
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),669,406.27
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),670,405.61
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),671,404.03
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),672,405.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),673,405.33
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),674,404.92
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),675,404.92
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),676,405.25
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),677,404.71
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),678,404.52
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),679,406.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),680,404.81
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),681,405.81
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),682,404.60
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),683,404.81
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),684,405.43
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),685,406.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),686,405.87
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),687,404.60
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),688,404.52
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),689,404.92
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),690,405.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),691,405.27
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),692,405.80
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),693,405.98
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),694,405.23
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),695,405.73
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),696,406.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),697,405.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),698,405.85
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),699,403.90
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),700,405.70
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),701,404.98
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),702,406.06
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),703,404.08
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),704,405.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),705,405.23
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),706,405.89
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),707,405.14
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),708,405.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),709,405.79
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),710,406.47
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),711,404.99
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),712,406.37
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),713,404.69
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),714,404.87
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),715,403.98
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),716,405.92
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),717,405.30
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),718,404.75
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),719,405.96
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),720,406.46
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),721,404.76
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),722,404.77
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),723,405.04
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),724,405.21
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),725,404.93
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),726,406.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),727,404.94
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),728,405.54
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),729,404.73
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),730,404.88
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),731,405.85
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),732,404.99
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),733,406.05
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),734,404.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),735,405.42
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),736,405.47
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),737,404.42
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),738,405.77
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),739,404.36
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),740,406.36
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),741,405.18
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),742,404.59
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),743,404.16
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),744,404.86
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),745,406.53
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),746,405.92
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),747,405.09
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),748,405.41
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),749,405.10
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),750,404.72
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),751,404.31
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),752,404.49
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),753,405.05
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),754,405.32
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),755,405.73
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),756,404.50
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),757,405.82
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),758,405.49
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),759,405.36
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),760,404.87
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),761,405.57
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),762,405.32
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),763,405.67
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),764,404.44
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),765,405.68
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),766,405.23
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),767,403.84
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),768,404.60
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),769,404.91
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),770,406.53
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),771,405.16
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),772,404.64
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),773,405.36
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),774,405.11
AMD Ryzen 7 7700X @ 5.57GHz (JetStream2),775,405.82
