Processor,Simulation_Number,Benchmark_Score
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),388,369.39
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),389,370.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),390,369.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),391,371.35
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),392,370.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),393,370.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),394,371.44
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),395,370.61
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),396,370.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),397,370.83
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),398,369.29
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),399,370.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),400,370.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),401,370.75
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),402,371.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),403,368.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),404,371.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),405,369.55
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),406,368.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),407,370.74
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),408,371.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),409,370.24
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),410,370.06
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),411,370.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),412,370.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),413,369.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),414,371.07
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),415,370.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),416,371.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),417,369.39
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),418,370.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),419,370.31
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),420,370.65
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),421,371.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),422,369.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),423,370.91
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),424,369.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),425,370.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),426,369.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),427,370.98
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),428,372.25
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),429,368.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),430,369.30
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),431,370.95
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),432,370.11
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),433,369.78
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),434,371.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),435,370.50
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),436,369.77
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),437,370.07
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),438,369.96
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),439,371.86
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),440,371.65
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),441,369.46
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),442,370.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),443,369.56
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),444,371.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),445,370.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),446,371.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),447,370.65
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),448,373.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),449,370.57
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),450,369.89
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),451,369.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),452,371.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),453,370.50
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),454,369.42
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),455,369.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),456,370.07
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),457,370.92
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),458,369.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),459,368.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),460,370.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),461,369.67
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),462,370.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),463,368.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),464,370.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),465,369.67
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),466,369.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),467,369.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),468,371.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),469,371.17
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),470,373.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),471,372.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),472,371.22
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),473,370.96
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),474,371.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),475,370.10
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),476,370.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),477,369.74
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),478,371.39
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),479,369.28
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),480,371.07
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),481,370.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),482,368.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),483,369.42
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),484,369.91
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),485,371.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),486,369.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),487,369.59
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),488,370.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),489,369.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),490,367.50
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),491,369.97
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),492,370.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),493,369.54
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),494,370.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),495,369.28
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),496,371.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),497,370.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),498,369.11
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),499,367.29
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),500,369.75
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),501,370.64
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),502,369.47
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),503,372.28
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),504,370.77
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),505,371.41
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),506,373.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),507,371.22
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),508,368.31
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),509,370.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),510,372.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),511,369.44
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),512,369.89
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),513,370.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),514,369.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),515,369.91
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),516,371.65
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),517,370.14
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),518,370.85
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),519,370.17
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),520,369.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),521,370.79
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),522,370.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),523,368.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),524,369.98
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),525,370.59
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),526,369.28
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),527,370.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),528,368.84
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),529,371.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),530,369.98
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),531,369.75
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),532,369.22
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),533,371.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),534,369.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),535,367.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),536,369.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),537,370.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),538,369.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),539,371.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),540,369.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),541,368.51
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),542,370.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),543,369.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),544,369.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),545,370.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),546,369.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),547,370.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),548,369.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),549,369.92
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),550,369.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),551,370.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),552,368.53
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),553,369.95
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),554,369.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),555,370.71
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),556,371.57
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),557,371.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),558,369.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),559,369.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),560,369.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),561,369.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),562,370.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),563,370.09
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),564,370.50
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),565,368.75
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),566,371.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),567,370.17
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),568,371.22
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),569,373.61
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),570,372.69
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),571,370.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),572,369.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),573,371.24
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),574,370.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),575,371.38
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),576,369.44
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),577,372.45
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),578,370.95
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),579,369.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),580,370.04
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),581,369.29
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),582,368.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),583,371.64
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),584,370.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),585,368.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),586,368.94
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),587,370.67
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),588,369.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),589,369.77
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),590,370.49
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),591,370.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),592,370.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),593,371.83
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),594,370.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),595,371.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),596,369.82
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),597,370.02
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),598,370.29
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),599,371.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),600,371.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),601,371.22
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),602,370.41
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),603,371.17
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),604,370.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),605,370.20
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),606,367.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),607,371.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),608,371.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),609,369.55
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),610,370.10
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),611,370.58
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),612,369.59
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),613,370.11
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),614,369.85
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),615,373.06
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),616,370.05
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),617,370.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),618,369.79
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),619,373.03
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),620,372.09
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),621,369.89
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),622,370.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),623,369.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),624,369.89
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),625,369.89
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),626,371.85
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),627,370.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),628,369.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),629,369.07
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),630,371.60
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),631,370.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),632,370.12
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),633,371.51
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),634,371.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),635,371.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),636,373.62
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),637,371.24
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),638,369.56
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),639,369.32
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),640,371.58
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),641,370.50
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),642,372.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),643,371.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),644,369.44
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),645,370.85
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),646,371.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),647,371.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),648,371.54
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),649,371.30
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),650,371.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),651,371.79
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),652,372.09
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),653,371.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),654,369.44
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),655,370.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),656,370.67
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),657,370.68
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),658,370.65
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),659,368.88
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),660,370.85
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),661,371.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),662,371.25
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),663,369.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),664,371.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),665,372.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),666,370.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),667,371.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),668,371.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),669,369.85
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),670,370.12
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),671,372.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),672,369.28
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),673,372.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),674,370.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),675,369.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),676,369.10
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),677,370.21
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),678,371.07
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),679,370.56
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),680,369.53
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),681,370.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),682,370.85
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),683,368.47
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),684,370.87
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),685,370.65
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),686,371.10
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),687,369.60
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),688,369.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),689,370.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),690,370.23
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),691,369.86
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),692,368.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),693,370.79
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),694,371.00
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),695,369.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),696,370.28
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),697,369.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),698,370.18
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),699,371.02
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),700,371.09
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),701,368.73
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),702,371.49
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),703,369.72
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),704,370.04
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),705,371.45
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),706,370.53
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),707,370.81
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),708,370.66
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),709,368.14
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),710,370.32
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),711,368.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),712,369.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),713,369.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),714,370.14
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),715,371.42
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),716,370.30
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),717,369.80
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),718,372.02
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),719,368.84
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),720,369.10
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),721,370.15
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),722,370.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),723,370.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),724,370.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),725,369.06
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),726,370.13
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),727,368.53
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),728,371.04
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),729,368.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),730,370.77
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),731,367.79
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),732,371.57
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),733,370.95
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),734,369.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),735,370.43
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),736,370.50
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),737,370.25
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),738,369.99
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),739,368.58
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),740,369.61
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),741,369.70
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),742,372.50
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),743,369.75
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),744,369.63
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),745,370.54
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),746,369.67
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),747,369.93
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),748,369.37
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),749,367.67
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),750,368.76
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),751,369.27
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),752,371.08
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),753,371.52
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),754,369.51
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),755,368.44
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),756,369.53
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),757,371.01
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),758,371.17
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),759,370.55
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),760,368.16
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),761,370.25
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),762,369.58
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),763,369.47
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),764,368.59
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),765,371.45
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),766,370.32
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),767,370.53
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),768,368.29
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),769,371.34
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),770,369.35
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),771,368.36
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),772,372.48
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),773,370.49
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),774,370.14
AMD Ryzen 7 8700G @ 5.18GHz (JetStream2),775,371.71
